id,alias,name_JP,name,altname_JP,altname,aliasParent,aliasRef,aliasMtp,parentFactor,lvFactor,encFactor,encSlot,mtp,LV,chance,value,cost,geneSlot,sort,target,proc,type,group,category,categorySub,abilityType,tag,thing,eleP,cooldown,charge,radius,max,req,idTrainer,partySkill,tagTrainer,levelBonus_JP,levelBonus,foodEffect,***,langAct,detail_JP,detail,textPhase_JP,textPhase,textExtra_JP,textExtra,textInc_JP,textInc,textDec_JP,textDec,textAlt_JP,textAlt,adjective_JP,adjective
1646,featLonelySoul,孤独な魂,Lonely Soul,,,,,,0,0,100,,1,1,1000,0,"1,1,1,2,2",-1,0,,,Feat,FEAT,feat,special,,noPet,,50,0,10,5,5,"travel,5",,0,,,,,,,孤独を生きる力に変える思考を身につける。,You learn how to turn solitude into strength.,あなたは孤独が好きだ。,You like solitude.,仲間の最大数の空きに比例して能力強化,Boost attributes proportional to max ally vacancies,,,,,,,,
1647,featSummoner,羊飼い,Shepherd,,,,,,0,0,100,,1,1,1000,0,"1,1,2,2",1,0,,,Feat,FEAT,feat,special,,noPet,,50,0,10,5,10,"casting,15",,0,,,,,,,羊に囲まれて群れの導き方を学ぶ。,You learn how to lead a flock.,あなたは群れるのが好きだ。,You like to flock together.,召喚の最大数+#1,+#1 Max Summon,,,,,,,,
1648,featRapidMagic,連続魔法,Rapid Cast,,,,,,0,0,100,,1,1,1000,0,5,1,0,,,Feat,FEAT,feat,,,,,50,0,10,5,5,,,0,,,,,,,,,あなたは早口で詠唱できる。,You can chant quickly.,魔法の発射数+#1,+#1 Spell Projectile,,,,,,,,
1649,featDefender,ディフェンダー,Defender,,,,,,0,0,100,,1,1,1000,0,"1,1,1",1,0,,,Feat,FEAT,feat,special,,,,50,0,10,5,3,,,0,,,,,,,口汚く罵って敵の注意を惹く技術を学ぶ。,You learn how to use foul language to distract enemies.,あなたは煽るのが上手い。,You are good at provoking.,"「挑発」スタンス習得,挑発範囲+#1
挑発範囲+#1","Learn ""Taunt"" stance,+#1 Taunt Range
+#1 Taunt Range",,,,,,,,
1650,featGourmet,美食家,Gourmet,,,,,,0,0,100,,1,1,1000,0,1,-1,0,,,Feat,FEAT,feat,special,,noPet,,50,0,10,5,3,cooking,,0,,,,,,,食べ物と栄養の知識を身につける。,You learn knowledge about food and nutrition.,あなたは食べ物の栄養を見抜くことが出来る。,You can discern nutritions of food.,"食べ物の隠された特性が見れるようになる
食べ物の隠された特性が見れるようになる,一部のレシピに任意調味料枠を追加
食べ物の隠された特性が見れるようになる,一部のレシピに任意調味料枠を追加,料理の栄養圧縮","Show hidden food traits
Show hidden food traits,Add a seasoning slot to some recipes
Show hidden food traits,Add a seasoning slot to some recipes,Compress the nutrition of dishes",,,,,,,,
1651,featMagicManner,魔法のマナー,Magic Manners,,,,,,0,0,100,,1,1,1000,0,1,1,0,,,Feat,FEAT,feat,special,,,,50,0,10,5,2,"casting,5",,0,,,,,,,周りに迷惑をかけない魔法の詠唱方法を学ぶ。,You learn socially responsible magic casting.,あなたは魔法の作法を心得ている。,You are adept in the manners of magic.,"魔法によるアイテム破壊の防止
魔法によるアイテム破壊の防止（パーティー全体）","Prevent damage to items
Prevent damage to items (Entire Party)",,,,,,,,
1652,featRapidArrow,連続射撃,Rapid Arrow,,,,,,0,0,100,,1,1,1000,0,5,1,0,,,Feat,FEAT,feat,,,,,50,0,10,5,5,,,0,,,,,,,,,あなたは目にもとまらぬ速さで射撃できる。,You can shoot very quickly.,"矢弾の発射数+#1,リロード時間短縮","+#1 Ranged Projectile,Faster Reload",,,,,,,,
1653,featDreamWaker,覚醒夢,Dream Waker,,,,,,0,0,100,,1,1,1000,0,"1,1,2",-1,0,,,Feat,FEAT,feat,special,,noPet,,50,0,10,5,3,casting,,0,,,,,,,夢の中で魔法に触れる。,You touch magic source in your dream.,あなたは夢の中で魔法を覚える。,You learn magic while dreaming.,"睡眠時に必ず魔法の夢を見る,魔法の夢の効果増大
睡眠時に必ず魔法の夢を見る,魔法の夢の効果がさらに増大
睡眠時に必ず魔法の夢を見る,魔法の夢の効果がさらに増大,上位魔法を習得可能","Always dream of magic while sleeping,Increased effect of magic dreams
Always dream of magic while sleeping,Further increased effect of magic dreams
Always dream of magic while sleeping,Further increased effect of magic dreams,Possible to learn higher-level spells",,,,,,,,
1654,featHeavyCasting,"初級重装詠唱
中級重装詠唱
上級重装詠唱","Basic Heavy Cast
Advanced Heavy Cast
Master Heavy Cast",,,,,,0,0,100,,1,1,1000,0,"1,1,2",1,0,,,Feat,FEAT,feat,special,,,,50,0,10,5,3,"armorHeavy,5",,0,,,,,,,身体に大きな負荷をかけながら詠唱する。,You learn how to cast spells under heavy physical strain.,"あなたの声帯は太い。
あなたの声帯はとても太い。
あなたの声帯はとてつもなく太い。","You have a deep voice.
You have a very deep voice.
You have an incredibly deep voice.","重装備と盾装備時の重詠唱ペナルティを軽減
重装備と盾装備時の重詠唱ペナルティをさらに軽減
重装備と盾装備時の重詠唱ペナルティを最大まで軽減,朦朧状態での詠唱ペナルティ軽減","Reduced heavy casting penalty when wearing heavy armor or a shield
Further reduced heavy casting penalty when wearing heavy armor or a shield
Maximally reduced heavy casting penalty when wearing heavy armor or a shield,Reduced casting penalty when dimmed",,,,,,,,
1655,featModelBeliever,模範信者,Model Follower,,,,,,0,0,100,,1,1,1000,0,1,-1,0,,,Feat,FEAT,feat,special,,noPet,,50,0,10,5,2,"faith,5",,0,,,,,,,毎日感謝の祈りを捧げる。,You offer a prayer of gratitude every day.,あなたは祈りをかかさない。,You never miss your prayers.,"祈りが可能なら一日の終わりに祈る
祈りが可能なら一日の終わりに祈る,連れている仲間も一緒に祈る","Automatically pray at the end of the day if possible
Automatically pray at the end of the day if possible,Party members also pray with you",,,,,,,,
1656,featScavenger,廃品回収,Scavenger,,,,,,0,0,100,,1,1,1000,0,1,-1,0,,,Feat,FEAT,feat,special,,noPet,,50,0,10,5,3,"disarmTrap,5",,0,,,,,,,ゴミの中から貴重品を見つけ出す技術を学ぶ。,You learn the technique of locating treasures in waste.,あなたは希少品を発見できる。,You can spot rare items.,"採取スポットでの採取品の品質微上昇,罠を解体時に低確率で素材を入手
採取スポットでの採取品の品質上昇,罠を解体時に高確率で素材を入手
採取スポットでの採取品の品質上昇,罠を解体時に高確率で素材を入手,罠の解体失敗時に罠をトリガーしない","Slightly higher item quality at gathering spots,Low chance to obtain materials when dismantling traps
Higher item quality at gathering spots,Moderate chance to obtain materials when dismantling traps
Higher item quality at gathering spots,Moderate chance to obtain materials when dismantling traps,Failed disarm doesn't activate trap",,,,,,,,
1657,featManaCost,節魔術,Mana Saver,,,,,,0,0,100,,1,1,1000,0,"1,2",-1,0,,,Feat,FEAT,feat,special,,noPet,,50,0,10,5,2,"memorization,15,30",,0,,,,,,,マナを節約する技術を学ぶ。,You learn how to save mana.,あなたはマナを節約できる。,You know how to save mana.,"「節魔」スタンス習得
節魔の効果上昇","Learn ""Maconomy"" stance
Improved Maconomy",,,,,,,,
1658,featChef,旅するシェフ,Traveling Chef,,,,,,0,0,100,,1,1,1000,0,"2,1",-1,0,,,Feat,FEAT,feat,special,,noPet,,50,0,10,5,2,"cooking,10,25",,0,,,,,,,ネフィアに潜りながら料理の可能性を探る。,You explore culinary possibilities while diving into Nefia.,あなたは料理が上手だ。,You are good at cooking.,"作った料理に【できたて料理】の特性を付与する
作った料理に【できたて料理】の特性を付与する,できたて期間の延長","Add 【Just Prepared】 trait to meal you cook
Add 【Just Prepared】 trait to meal you cook,Increased effect duration",,,,,,,,
1659,featFisher,初釣り,First Catch,,,,,,0,0,100,,1,1,1000,0,"1,1",-1,0,,,Feat,FEAT,feat,special,,noPet,,50,0,10,5,2,"fishing,10,25",,0,,,,,,,寝ている間に幸運の女神から啓示を受ける。,You receive a divine revelation from the goddess of luck while sleeping.,あなたの釣りを女神は見守っている。,You fish with divine blessing.,"一日の最初の5回の釣りでグレードの高い魚が釣れる確率が上昇
一日の最初の5回の釣りでグレードの高い魚が釣れる確率が上昇,一日の最初の釣りで必ずグレードの高い魚が釣れる","First 5 casts of the day have boosted high-grade fish chance
First 5 casts of the day have boosted high-grade fish chance,First cast of the day guarantees high grade fish",,,,,,,,
1660,featLooter,略奪者,Looter,,,,,,0,0,100,,1,1,1000,0,"1,2,3",-1,0,,,Feat,FEAT,feat,special,,noPet,,50,0,10,5,3,"anatomy,10,25,40",,0,,,,,,,略奪の作法を学ぶ。,Study the manners of looting.,あなたは略奪に長けている。,You excel at looting.,敵が落とすレアドロップ装備品の品質が#1%の確率で上昇,#1% chance for enemy rare drop equipment to be higher quality,,,,,,,,
1661,featDismantler,解体屋,Dismantler,,,,,,0,0,100,,1,1,1000,0,"1,1",-1,0,,,Feat,FEAT,feat,special,,noPet,,50,0,10,5,2,"handicraft,5",,0,,,,,,,ハンマーを振り回して力加減を学ぶ。,You train your sense of force by swinging a hammer around.,あなたは上手に解体できる。,You’re good at dismantling.,"アイテム解体時にレシピが習得可能かわかる,アイテム解体時にレシピを閃く確率がわずかに上昇
アイテム解体時にレシピが習得可能かわかる,アイテム解体時にレシピを閃く確率が倍増","See if a recipe can be learned when dismantling,Chance to discover recipes slightly increased
See if a recipe can be learned when dismantling,Double the chance to discover recipes",,,,,,,,
1662,featGoldenFinger,黄金の指,Golden Finger,,,,,,0,0,100,,1,1,1000,0,2,-1,0,,,Feat,FEAT,feat,special,,noPet,,50,0,10,5,1,"stealing,25",,0,,,,,,,窃盗の極意を学ぶ。,You learn the art of thievery.,あなたは窃盗の達人だ。,You excel at thievery.,窃盗無効の相手から盗めるようになる,You can steal from theft-immune targets.,,,,,,,,
1750,featComat,戦技,Combat Art,,,,,,0,0,100,,1,1,1000,0,2,-1,0,,,Feat,FEAT,feat,special,,noPet,,50,0,10,5,3,"tactics,30,50,100",,0,,,,,,,木人を相手に戦いの技を磨く。,Train your fighting techniques on a practice dummy.,あなたは戦技を極めている。,You are a master of combat arts.,"「斬撃無双」と「スウォーム」を強化,#1%のパリー（盾持ちスタイル時効果2倍）","Strengthen “Bladestorm” and “Swarm”,#1% parry chance (Doubled with Shield Style)",,,,,,,,
2003,fConstruction,建築,Construction,,,,,,0,0,100,,1,1,1000,0,0,1,0,,,Skill,FACTION,tech,,,,,50,0,10,5,0,,,0,,,"1,actBuildTerrain
3,actBuildInspect
5,actBuildCut
7,actBuildMine
8,actBuildCollect
9,actBuildRecipe
10,actBuildAnywhere",,,,建築の技術。ビルドモードでより多くの機能を使用できるようになる。,An architectural Technology. Enables more functions in build mode.,,,,,,,,,,,,
2115,fAdmin,運営,Administration,,,,,,0,0,100,,1,1,1000,0,0,1,0,,,Skill,FACTION,tech,,,,,50,0,10,5,0,,,0,,,,,,,ホーム運営の技術。より多くの条例を運用するために必要。,A technology to manage home necessary for implementing a greater number of laws.,,,,,,,,,,,,
2116,fEducation,勤勉,Studious,,,,,,0,0,100,,1,1,1000,0,4,1,0,,,Skill,FACTION,tech,,,,,50,0,10,5,0,,,0,,,,,,,住人の仕事の効率を上げ、住人から受けるボーナスを増加する技術。,A technology that increases the efficiency of the residents' work and the bonuses received from them.,,,,,,,,,,,,
2117,fLoyal,地元愛,Local Patriotism,,,,,,0,0,100,,1,1,1000,0,3,1,0,,,Skill,FACTION,tech,,,,,50,0,10,5,0,,,0,,,,,,,住人の好感度を上がりやすくする技術。,A technology that makes it easier to improve residents' affinity.,,,,,,,,,,,,
2118,fLuck,幸運,Luck,,,,,,0,0,100,,1,1,1000,0,10,1,0,,,Skill,FACTION,tech,,,,,50,0,10,5,0,,,0,,,,,,,土地の幸運度。,The land's luck factor.,,,,,,,,,,,,
2119,fTaxEvasion,脱税,Tax Evasion,,,,,,0,0,100,,1,1,1000,0,7,1,0,,,Skill,FACTION,tech,,,,,50,0,10,5,0,,,0,,,,,,,所得を隠し税務官の目を欺く技術。納める税金を減額できる。全ての拠点のスキルの合計値が適用される。,"A technology to conceal income and deceive tax officials, allowing for a reduction in the taxes levied. The combined skill value from all bases is utilized.",,,,,,,,,,,,
2120,fHeirloom,遺産管理,Legacy,,,,,,0,0,100,,1,1,1000,0,4,1,0,,,Skill,FACTION,tech,,,,,50,0,10,5,30,,,0,,,,,,,扱える家宝の数を増やす技術。,A technology to increase the number of heirlooms assessed towards the value of the land.,,,,,,,,,,,,
2200,fSoil,土壌,Soil,,,,,,0,0,100,,1,1,1000,0,5,1,0,,,Skill,FACTION,tech,,,,,50,0,10,5,20,,,0,,,,,,,土地の土壌の質。高いほど多くの植物を栽培することができるようになる。,The qualiy of the land's soil. Higher quality allows for the cultivation of more plants.,,,,,,,,,,,,
2201,fElec,自然発電,Natural Power Generation,,,,,,0,0,100,,1,1,1000,0,0,1,0,,,Skill,FACTION,tech,,,,,50,0,10,5,0,,,0,,,,,,,自然から生み出される電力。,Electricity generated from nature.,,,,,,,,,,,,
2202,fPromo,宣伝,Publicity,,,,,,0,0,100,,1,1,1000,0,5,1,0,,,Skill,FACTION,tech,,,,,50,0,10,5,0,,,0,,,,,,,観光客や来訪者を増加させる宣伝力。,Promotional strength to boost tourist and visitor numbers.,,,,,,,,,,,,
2203,fMoral,公共精神,Public Morality,,,,,,0,0,100,,1,1,1000,0,4,1,0,,,Skill,FACTION,tech,,,,,50,0,10,5,0,,,0,,,,,,,住人の道徳度。民度に影響する。,The morality standards of the residents that affect the level of civility.,,,,,,,,,,,,
2204,fFood,食料供給,Food Supply,,,,,,0,0,100,,1,1,1000,0,0,1,0,,,Skill,FACTION,tech,,,,,50,0,10,5,0,,,0,,,,,,,食料供給力。住人の最大数を増加させる。,Food supply capacity of the land. Increases the maximum number of residents.,,,,,,,,,,,,
2205,fSafety,治安,Public Safety,,,,,,0,0,100,,1,1,1000,0,0,1,0,,,Skill,FACTION,tech,,,,,50,0,10,5,0,,,0,,,,,,,ホームの治安。襲撃の頻度に影響する。,The safety of the home. Plays a role in how often attacks happen.,,,,,,,,,,,,
2206,fAttraction,魅力,Attraction,,,,,,0,0,100,,1,1,1000,0,0,1,0,,,Skill,FACTION,tech,,,,,50,0,10,5,0,,,0,,,,,,,ホームの魅力。来訪者の数に影響する。,The attractiveness of the home. Influences the number of visitors.,,,,,,,,,,,,
2207,fRation,非常食,Emergency Ration,,,,,,0,0,100,,1,1,1000,0,0,1,0,,,Skill,FACTION,tech,,,,,50,0,10,5,0,,,0,,,,,,,緊急時の食料。住人の数が上限を超えた時のペナルティーを緩和する。,Emergency rations. Reduce penalties if the population surpasses the maximum limit.,,,,,,,,,,,,
2500,wealth_tax,富裕税,Wealth Tax,,,,,,0,0,100,,1,1,1000,0,9,1,0,,,Skill,POLICY,policy,economy,,,,50,0,10,5,0,,,0,,,,,,,富裕層からの税収を増大させる条令。有効化されて30日以上が経過しないと徴税されない。,An ordinance that increases tax revenue from wealthy residents. At least 30 days need to pass after enabling.,,,,,,,,,,,,
2501,faith_tax,信仰税,Faith Tax,,,,,,0,0,100,,1,1,1000,0,5,1,0,,,Skill,POLICY,policy,economy,,,,50,0,10,5,0,,,0,,,,,,,神の信奉者から税金を徴収する法律。有効化されて30日以上が経過しないと徴税されない。,An ordinance that generates additional tax revenue based on faith. At least 30 days need to pass after enabling.,,,,,,,,,,,,
2502,food_for_people,食料配給,"Food for the People ",,,,,,0,0,100,,1,1,0,0,2,1,0,,,Skill,POLICY,policy,economy,,hidden,,50,0,10,5,0,,,0,,,,,,,,,,,,,,,,,,,,
2503,prohibition,禁酒法,Prohibition,,,,,,0,0,100,,1,1,1000,0,4,1,0,,,Skill,POLICY,policy,law,,,,50,0,10,5,0,,,0,,,,,,,住人の飲酒を禁止する法律。,A law that prohibits residents from drinking alcohol.,,,,,,,,,,,,
2504,impressment,強制徴募,Impressment,,,,,,0,0,100,,1,1,0,0,5,1,0,,,Skill,POLICY,policy,law,,hidden,,50,0,10,5,0,,,0,,,,,,,,,,,,,,,,,,,,
2505,legal_drug,合法ドラッグ,Designer Drug,,,,,,0,0,100,,1,1,1000,0,2,1,0,,,Skill,POLICY,policy,law,,,,50,0,10,5,0,,,0,,,,,,,麻薬の所持を合法にする法律。,A law that makes possessing drugs legal.,,,,,,,,,,,,
2506,human_right,人権,Human Right,,,,,,0,0,100,,1,1,1000,0,4,1,0,,,Skill,POLICY,policy,law,,,,50,0,10,5,0,,,0,,,,,,,ホームでの殺傷を禁じる法律。,A law that forbids killing and assaulting in home.,,,,,,,,,,,,
2507,inquisition,異端審問会,Inquisition,,,,,,0,0,100,,1,1,0,0,2,1,0,,,Skill,POLICY,policy,law,,hidden,,50,0,10,5,0,,,0,,,,,,,,,,,,,,,,,,,,
2508,nocturnal_life,夜型生活条令,Nocturnal Life,,,,,,0,0,100,,1,1,1000,0,1,1,0,,,Skill,POLICY,policy,life,,,,50,0,10,5,0,,,0,,,,,,,住民が夜型生活になることを推奨する条令。,A campaign that encourages nocturnal living among residents.,,,,,,,,,,,,
2509,vaccination,強制予防接種,Compulsory Vaccination,,,,,,0,0,100,,1,1,0,0,2,1,0,,,Skill,POLICY,policy,life,,,,50,0,10,5,0,,,0,,,,,,,ワクチンの接種を義務化する法律。,A law that enforces administration of vaccines.,,,,,,,,,,,,
2510,ban_radio,電波規制,Ban Radio Wave,,,,,,0,0,100,,1,1,0,0,2,1,0,,,Skill,POLICY,policy,law,,,,50,0,10,5,0,,,0,,,,,,,住人に不法な電波の使用を禁止する法律。,A law that prohibits residents from using illegal radio waves.,,,,,,,,,,,,
2511,self_sufficient,自給自足,Self Sufficient Life,,,,,,0,0,100,,1,1,0,0,2,1,0,,,Skill,POLICY,policy,life,,hidden,,50,0,10,5,0,,,0,,,,,,,,,,,,,,,,,,,,
2512,resident_tax,住民税,Resident Tax,,,,,,0,0,100,,1,1,1000,0,6,1,0,,,Skill,POLICY,policy,economy,,,,50,0,10,5,0,,,0,,,,,,,住人から税金を徴収する法律。有効化されて30日以上が経過しないと徴税されない。,A law for collecting taxes from residents. At least 30 days need to pass after enabling.,,,,,,,,,,,,
2513,resident_wanted,住人誘致運動,Resident Wanted!,,,,,,0,0,100,,1,1,1000,0,4,1,0,,,Skill,POLICY,policy,life,,,,50,0,10,5,0,,,0,,,,,,,住人を広く募集し、掲示板に載る移住希望者の数を増やす運動。,A campaign to broadly recruit residents and increase the number of immigrants appear on the bulletin board.,,,,,,,,,,,,
2514,taxfree,免税地,Tax Free Land,,,,,,0,0,100,,1,1,0,0,0,1,0,,,Skill,POLICY,policy,economy,,,,50,0,10,5,0,,,0,,,,,,,収入に税金がかからない土地。ファクション内で３つまで免税地を指定できる。,Land where income is not taxed. Up to three tax-free lands can be designated within a faction.,,,,,,,,,,,,
2515,stop_growth,成長抑止,Growth Suppression,,,,,,0,0,100,,1,1,0,0,0,1,0,,,Skill,POLICY,policy,law,,,,50,0,10,5,0,,,0,,,,,,,盟約の石の成長を抑制する条令。,An ordinance to inhibit the growth of the Hearth Stone.,,,,,,,,,,,,
2516,speed_growth,成長促進,Growth Boost,,,,,,0,0,100,,1,1,0,0,3,1,0,,,Skill,POLICY,policy,law,,,,50,0,10,5,0,,,0,,,,,,,盟約の石の成長を促進する条令。,An ordinance to promote the growth of the Hearth Stone.,,,,,,,,,,,,
2700,energy_conservation,節電運動,"Energy Conservation ",,,,,,0,0,100,,1,1,1000,0,2,1,0,,,Skill,POLICY,policy,life,,,,50,0,10,5,0,,,0,,,,,,,住人に節電を促し電力の消費を抑える運動。,A campaign that encourages residents to save electricity and reduce power consumption.,,,,,,,,,,,,
2701,trash_sort,ゴミ分別条令,Waste Sorting Campaign,,,,,,0,0,100,,1,1,1000,0,1,1,0,,,Skill,POLICY,policy,life,,,,50,0,10,5,0,,,0,,,,,,,住民にゴミの分別を促し、民度を向上させる条令。,A campaign that encourages residents to separate their waste and enhance communal civility.,,,,,,,,,,,,
2702,trash_no,ポイ捨て厳罰法,Strict Anti-Littering Law,,,,,,0,0,100,,1,1,0,0,1,1,0,,,Skill,POLICY,policy,life,,,,50,0,10,5,0,,,0,,,,,,,ゴミ出しを厳罰化し、ゴミのポイ捨てを防止する法律。民度は下がる。,"A law imposing strict penalties for improper garbage disposal and littering, which leads to a decline in public civility.",,,,,,,,,,,,
2703,weed_no,草むしり条令,Weed Pulling Campaign,,,,,,0,0,100,,1,1,0,0,1,1,0,,,Skill,POLICY,policy,life,,,,50,0,10,5,0,,,0,,,,,,,住人に雑草の除去を推奨し、ホームに雑草が生えにくくする条令。,"A campaign that encourages residents to remove weeds, making it less likely for weeds to grow.",,,,,,,,,,,,
2704,border_watch,境界の見張り,Border Watch,,,,,,0,0,100,,1,1,1000,0,3,1,0,,,Skill,POLICY,policy,law,,,,50,0,10,5,0,,,0,,,,,,,街の周辺の見回りを強化し強敵の侵入を未然に防ぐ条令。,A law to strengthen patrols around the town to prevent the invasion of formidable enemies.,,,,,,,,,,,,
2705,taxTransfer,振替納税,Transfer Tax Payment,,,,,,0,0,100,,1,1,0,0,0,1,0,,,Skill,POLICY,policy,utility,,,,50,0,10,5,0,,,0,,,,,,,(拠点共通ポリシー) 税金が銀行の預金から直接引き落とされる条令。,(Global Policy) A law that allows taxes to be directly debited from your bank deposit.,,,,,,,,,,,,
2706,demon_invocation,悪魔呼び,Demon Invocation,,,,,,0,0,100,,1,1,1000,0,3,1,0,,,Skill,POLICY,policy,law,,,,50,0,10,5,0,,,0,,,,,,,悪魔召喚の儀式を行い、強い魔物たちを呼び寄せる条令。,A law to hold a ritual of demon summoning to call forth powerful monsters.,,,,,,,,,,,,
2707,auto_farm,お任せ農業,Delegated Farming,,,,,,0,0,100,,1,1,0,0,0,1,0,,,Skill,POLICY,policy,utility,,,,50,0,10,5,0,,,0,,,,,,,農業をお任せで行う条令。手作業よりも効率は劣るが、一度種を蒔いておけば、その後は自動的に作物を収穫し種を品種改良する。お任せ農業を行う範囲は畑の立札で指定する必要がある。隣り合った同種の作物は、強化レベルの高い方に統一されることがある。,"A law to delegate agriculture. Although it is less efficient than manual labor, once the seeds are planted, crops are automatically harvested and seeds are improved. The area for automatic farming must be designated with a farm sign. When adjacent crops are of the same type, the one with the higher enhancement level may take over the others.",,,,,,,,,,,,
2708,noDM,迷惑メールお断り,Anti Spam Package,,,,,,0,0,100,,1,1,0,0,0,1,0,,,Skill,POLICY,policy,utility,,,,50,0,10,5,0,,,0,,,,,,,(拠点共通ポリシー) 貴重なものではないランダムな荷物の受け取りを拒否する条令。,"(Global Policy) A law to refuse random non-valuable packages ",,,,,,,,,,,,
2709,noAnimal,動物禁止区,Animal Prohibited Zone,,,,,,0,0,100,,1,1,0,0,0,1,0,,,Skill,POLICY,policy,utility,,,,50,0,10,5,0,,,0,,,,,,,中立動物の侵入を禁止する条令。,An ordinance prohibiting the entry of neutral animals.,,,,,,,,,,,,
2710,noMother,マザー禁止区,Mother Prohibited Zone,,,,,,0,0,100,,1,1,0,0,0,1,0,,,Skill,POLICY,policy,utility,,globalPolicy,,50,0,10,5,0,,,0,,,,,,,(拠点共通ポリシー) マザーの侵入を禁止する条令。,(Global Policy) An ordinance prohibiting the entry of mothers.,,,,,,,,,,,,
2711,incomeTransfer,給与振込,Salary Transfer,,,,,,0,0,100,,1,1,0,0,0,1,0,,,Skill,POLICY,policy,utility,,globalPolicy,,50,0,10,5,0,,,0,,,,,,,(拠点共通ポリシー) 拠点の収入を銀行に直接振り込む条令。,(Global Policy) A law that allows home incomes to be directly transfered to your bank deposit.,,,,,,,,,,,,
2712,forcePanty,おもいやりﾊﾟﾝﾃｨｰ着用条例,Panty Mandate,,,,,,0,0,100,,1,1,0,0,0,1,0,,,Skill,POLICY,policy,utility,,globalPolicy,,50,0,10,5,0,,,0,,,,,,,(拠点共通ポリシー) 性別に関わらずパンティーの着用を義務化する条例。,"(Global Policy) A law requiring individuals to wear panties, irrespective of gender.",,,,,,,,,,,,
2715,livestock_priv,家畜の優遇,Livestock Privileges,,,,,,0,0,100,,1,1,0,0,0,1,0,,,Skill,POLICY,policy,utility,,,,50,0,10,5,0,,,0,,,,,,,家畜に共有コンテナのアイテムの使用を許可する条例。,An ordinance allowing livestock to use shared containers.,,,,,,,,,,,,
2800,home_discount,ふるさと割引,Home Discount,,,,,,0,0,100,,1,1,1000,0,6,1,0,,,Skill,POLICY,policy,economy,,,,50,0,10,5,0,,,0,,,,,,,ホームでの商品購入時に住人が割引を受けることができる制度。,A law where residents can receive a discount when purchasing products at home.,,,,,,,,,,,,
2810,open_business,開店,Open For Business,,,,,,0,0,100,,1,1,1000,0,4,1,0,,,Skill,POLICY,policy,economy,,,,50,0,10,5,0,,,0,,,,,,,ホームに客が訪れるようになる条令。,A law to allow guests to visit your home.,,,,,,,,,,,,
2811,tourist_safety,観光客保護条例,Tourist Protection,,,,,,0,0,100,,1,1,1000,0,4,1,0,,,Skill,POLICY,policy,law,,,,50,0,10,5,0,,,0,,,,,,,ホームに訪れる客の安全を確保し、より多くの客を呼び込む条令。,A law to ensure the safety of visitors to your Home and attract more guests.,,,,,,,,,,,,
2812,bed_quality,旅人の宿,Traveler's Inn,,,,,,0,0,100,,1,1,1000,0,6,1,0,,,Skill,POLICY,policy,economy,,,,50,0,10,5,0,,,0,,,,,,,ベッドの品質を宿泊料に加算する条令。,A regulation to include bed quality in the lodging fee.,,,,,,,,,,,,
2813,suite_room,スイートルーム,Luxury Suite,,,,,,0,0,100,,1,1,1000,0,8,1,0,,,Skill,POLICY,policy,economy,,,,50,0,10,5,0,,,0,,,,,,,富裕層から宿泊料をぼったくる条令。,A regulation to overcharge the wealthy for accommodation.,,,,,,,,,,,,
2814,mass_exhibition,大量展示,Mass Exhibition,,,,,,0,0,100,,1,1,1000,0,4,1,0,,,Skill,POLICY,policy,economy,,,,50,0,10,5,0,,,0,,,,,,,重複する観光展示品も、僅かながら観光価値に計上されるようになる条令。個展と同時には実施できない。,An ordinance allowing even duplicate exhibits to be counted as having slight tourism value.  Cannot be implemented simultaneously with Solo Exhibition.,,,,,,,,,,,,
2815,platinum_ticket,プラチナチケット,Platinum Ticket,,,,,,0,0,100,,1,1,1000,0,7,1,0,,,Skill,POLICY,policy,economy,,,,50,0,10,5,0,,,0,,,,,,,富裕層からの観光収入を増大させる条令。,An ordinance aimed at increasing tourism revenue from wealthy visitors.,,,,,,,,,,,,
2816,store_ripoff,ぼったくり店,Rip-off Store,,,,,,0,0,100,,1,1,1000,0,10,1,0,,,Skill,POLICY,policy,economy,,,,50,0,10,5,0,,,0,,,,,,,値札を付けた商品の販売価格を大幅に値上げする条令。購買力も大幅に下がる。,An ordinance that significantly raises the prices of tagged goods at the cost of greatly decreased purchasing power.,,,,,,,,,,,,
2817,store_premium,プレミアム店,Premium Store,,,,,,0,0,100,,1,1,1000,0,5,1,0,,,Skill,POLICY,policy,economy,,,,50,0,10,5,0,,,0,,,,,,,値札を付けた商品の販売価格を値上げする条令。購買力は下がる。,An ordinance that raises the prices of tagged goods at the cost of decreased purchasing power.,,,,,,,,,,,,
2818,license_food,飲食店ライセンス,Restaurant License,,,,,,0,0,100,,1,1,1000,0,4,1,0,,,Skill,POLICY,policy,economy,,,,50,0,10,5,0,,,0,,,,,,,値札を付けた食品や飲み物の販売価格を上昇させるライセンス。,"A license that increases the prices of tagged food and beverages. ",,,,,,,,,,,,
2819,license_furniture,家具店ライセンス,Furniture Store License,,,,,,0,0,100,,1,1,1000,0,4,1,0,,,Skill,POLICY,policy,economy,,,,50,0,10,5,0,,,0,,,,,,,値札を付けた家具の販売価格を上昇させるライセンス。,"A license that increases the prices of tagged furniture. ",,,,,,,,,,,,
